original_word	pinyin	english	freq_per_mil	count_in_corpus
差不多	chà bu duō	almost/nearly/more or less/about the same/good enough/not bad	81.0	1
费用	fèi yòng	cost/expenditure/expense/CL:筆|笔[bi3],個|个[ge4]	81.0	1
塔	tǎ	pagoda/tower/minaret/stupa (abbr. loanword from Sanskrit tapo)/CL:座[zuo4]	81.0	1
听见	tīng jiàn	to hear	80.0	1
友	yǒu	friend	80.0	1
国外	guó wài	abroad/external (affairs)/overseas/foreign	80.0	1
主席	zhǔ xí	chairperson/premier/chairman/CL:個|个[ge4],位[wei4]	80.0	1
打算	dǎ suàn	to plan/to intend/to calculate/plan/intention/calculation/CL:個|个[ge4]	80.0	1
同事	tóng shì	colleague/co-worker/CL:個|个[ge4],位[wei4]	80.0	1
桥	qiáo	bridge/CL:座[zuo4]	79.0	1
腿	tuǐ	leg/CL:條|条[tiao2]	79.0	1
理	lǐ	texture/grain (of wood)/inner essence/intrinsic order/reason/logic/truth/science/natural science (esp. physics)/to manage/to pay attention to/to run (affairs)/to handle/to put in order/to tidy up	79.0	1
颜色	yán sè	color/CL:個|个[ge4]	79.0	1
大约	dà yuē	approximately/about	79.0	1
动物	dòng wù	animal/CL:隻|只[zhi1],群[qun2],個|个[ge4]	79.0	1
死亡	sǐ wáng	to die/death	78.0	1
安	Ān; ān	surname An; content/calm/still/quiet/safe/secure/in good health/to find a place for/to install/to fix/to fit/to bring (a charge against sb)/to pacify/security/safety/peace/ampere	78.0	1
总统	zǒng tǒng	president (of a country)/CL:個|个[ge4],位[wei4],名[ming2],屆|届[jie4]	78.0	1
关键	guān jiàn	crucial point/crux/CL:個|个[ge4]/key/crucial/pivotal	78.0	1
哪个	nǎ ge	which/who	78.0	1
追求	zhuī qiú	to pursue (a goal etc) stubbornly/to seek after/to woo	77.0	1
土地	tǔ dì; tǔ di	land/soil/territory/CL:片[pian4]; local god/genius loci	77.0	1
上来	shàng lái	to come up/to approach/(verb complement indicating success)	77.0	1
答应	dā ying	to promise/to agree/to reply/to respond	77.0	1
地位	dì wèi	position/status/place/CL:個|个[ge4]	77.0	1
至于	zhì yú	as for/as to/to go so far as to	76.0	1
难以	nán yǐ	hard to (predict, imagine etc)	76.0	1
而已	ér yǐ	that's all/nothing more	76.0	1
接触	jiē chù	to touch/to contact/access/in touch with	76.0	1
自我	zì wǒ	self-/ego (psychology)	76.0	1
导致	dǎo zhì	to lead to/to create/to cause/to bring about	76.0	1
估计	gū jì	to estimate/to reckon/CL:個|个[ge4]	76.0	1
反映	fǎn yìng	to mirror/to reflect/mirror image/reflection/fig. to report/to make known/to render/used erroneously for 反應|反应, response or reaction	76.0	1
维	Wéi; wéi	abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3], Uighur ethnic group of Xinjiang/surname Wei; to preserve/to maintain/to hold together/dimension/vitamin (abbr. for 維生素|维生素[wei2 sheng1 su4])	75.0	1
年级	nián jí	grade/CL:個|个[ge4]	75.0	1
不得不	bù dé bù	have no choice or option but to/cannot but/have to/can't help it/can't avoid	75.0	1
充分	chōng fèn	ample/sufficient/adequate/full/fully/to the full	75.0	1
商	Shāng; shāng	the Shang dynasty, 16th to 11th century BC; commerce/to consult/quotient/2nd note in pentatonic scale	75.0	1
外国	wài guó	foreign (country)/CL:個|个[ge4]	75.0	1
不大	bù dà	not very/not too/not often	75.0	1
铁	Tiě; tiě	surname Tie; iron (metal)/arms/weapons/hard/strong/violent/unshakeable/determined/close/tight (slang)	75.0	1
吸引	xī yǐn	to attract (interest, investment etc)/CL:個|个[ge4]	74.0	1
世	Shì; shì	surname Shi; life/age/generation/era/world/lifetime/epoch/descendant/noble	73.0	1
集中	jí zhōng	to concentrate/to centralize/to focus/centralized/concentrated/to put together	73.0	1
地点	dì diǎn	place/site/location/venue/CL:個|个[ge4]	73.0	1
科	kē	branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes etc)/to fine sb/CL:個|个[ge4]	72.0	1
距离	jù lí	distance/to be apart/CL:個|个[ge4]	72.0	1
出口	chū kǒu	an exit/CL:個|个[ge4]/to speak/to export/(of a ship) to leave port	72.0	1
移民	yí mín	to immigrate/to migrate/emigrant/immigrant	71.0	1
投入	tóu rù	to throw into/to put into/to throw oneself into/to participate in/to invest in/absorbed/engrossed	71.0	1
当中	dāng zhōng	among/in the middle/in the center	71.0	1
作家	zuò jiā	author/CL:個|个[ge4],位[wei4]	71.0	1
深圳	Shēn zhèn	Shenzhen subprovincial city in Guangdong, special economic zone close to Hong Kong	70.0	1
互相	hù xiāng	each other/mutually/mutual	70.0	1
整	zhěng	exactly/in good order/whole/complete/entire/in order/orderly/to repair/to mend/to renovate/(coll.) to fix sb/to give sb a hard time/to mess with sb	70.0	1
早已	zǎo yǐ	long ago/for a long time	69.0	1
到处	dào chù	everywhere	69.0	1
究竟	jiū jìng	after all (when all is said and done)/actually/outcome/result	69.0	1
慢	màn	slow	69.0	1
领	lǐng	neck/collar/to lead/to receive/classifier for clothes, mats, screens etc	69.0	1
返回	fǎn huí	to return to/to come (or go) back	68.0	1
观察	guān chá	to observe/to watch/to survey/to examine/observation/view/perspective/CL:個|个[ge4]	68.0	1
方案	fāng àn	plan/program (for action etc)/proposal/proposed bill/CL:個|个[ge4],套[tao4]	68.0	1
战	zhàn	to fight/fight/war/battle	68.0	1
家人	jiā rén	household/(one's) family	68.0	1
领域	lǐng yù	domain/sphere/field/territory/area	68.0	1
计算机	jì suàn jī	computer/calculator/CL:臺|台[tai2]	68.0	1
千万	qiān wàn	ten million/countless/many/one must by all means	68.0	1
麻烦	má fan	inconvenient/troublesome/annoying/to trouble or bother sb/to put sb to trouble	68.0	1
员	yuán	person/employee/member	68.0	1
双方	shuāng fāng	bilateral/both sides/both parties involved	67.0	1
模式	mó shì	mode/method	67.0	1
一道	yī dào	together	67.0	1
好几	hǎo jǐ	several/quite a few	67.0	1
见面	jiàn miàn	to meet/to see sb/CL:次[ci4]	67.0	1
各地	gè dì	in all parts of (a country)/various regions	67.0	1
瓶	píng	bottle/vase/pitcher/CL:個|个[ge4]/classifier for wine and liquids	67.0	1
一旦	yī dàn	in case (sth happens)/if/once (sth happens, then...)/when/in a short time/in one day	67.0	1
救	jiù	to save/to assist/to rescue	66.0	1
嗯	ēn; èn; en	(a groaning sound); (nonverbal grunt as interjection)/OK, yeah/what?; interjection indicating approval, appreciation or agreement	65.0	1
相对	xiāng duì	relatively/opposite/to resist/to oppose/relative/vis-a-vis/counterpart	65.0	1
稳定	wěn dìng	steady/stable/stability/to stabilize/to pacify	65.0	1
对象	duì xiàng	target/object/partner/boyfriend/girlfriend/CL:個|个[ge4]	65.0	1
执行	zhí xíng	to implement/to carry out/to execute/to run	65.0	1
商业	shāng yè	business/trade/commerce	65.0	1
英雄	yīng xióng	hero/CL:個|个[ge4]	65.0	1
什么样	shén me yàng	what kind?/what sort?	64.0	1
成长	chéng zhǎng	to mature/to grow/growth	64.0	1
明确	míng què	clear-cut/definite/explicit/to clarify/to specify/to make definite	64.0	1
角度	jiǎo dù	angle/point of view	64.0	1
允许	yǔn xǔ	to permit/to allow	64.0	1
双手	shuāng shǒu	pair of hands	64.0	1
端	duān	end/extremity/item/port/to hold sth level with both hands/to carry/regular	64.0	1
从此	cóng cǐ	from now on/since then/henceforth	63.0	1
提到	tí dào	to mention/to raise (a subject)/to refer to	63.0	1
激动	jī dòng	to move emotionally/to stir up (emotions)/to excite	63.0	1
评价	píng jià	to evaluate/to assess	62.0	1
放心	fàng xīn	to feel relieved/to feel reassured/to be at ease	62.0	1
减少	jiǎn shǎo	to lessen/to decrease/to reduce/to lower	62.0	1
上学	shàng xué	to go to school/to attend school	61.0	1
实行	shí xíng	to implement/to carry out/to put into practice	61.0	1
权	quán	authority/power/right/temporary	61.0	1
流行	liú xíng	to spread/to rage (of contagious disease)/popular/fashionable/prevalent/(math.) manifold	61.0	1
有所	yǒu suǒ	somewhat/to some extent	61.0	1
姆	mǔ	female tutor (old)/woman who looks after small children	61.0	1
证	zhèng	certificate/proof/to prove/to demonstrate/to confirm	61.0	1
士	Shì; shì	surname Shi; member of the senior ministerial class (old)/scholar (old)/bachelor/honorific/first class military rank/specialist worker	60.0	1
失败	shī bài	to be defeated/to lose/to fail (e.g. experiments)/failure/defeat/CL:次[ci4]	60.0	1
重大	zhòng dà	great/important/major/significant	60.0	1
夏天	xià tiān	summer/CL:個|个[ge4]	60.0	1
酒店	jiǔ diàn	wine shop/pub (public house)/hotel/restaurant	60.0	1
须	xū	must/to have to/to wait; beard/mustache/feeler (of an insect etc)/tassel	60.0	1
有一次	yǒu yī cì	once/once upon a time	60.0	1
多次	duō cì	many times/repeatedly	60.0	1
衣	yī; yì	clothes/CL:件[jian4]; to dress/to wear/to put on (clothes)	60.0	1
没事	méi shì	it's not important/it's nothing/never mind/to have nothing to do/to be free/to be all right (out of danger or trouble)	59.0	1
素质	sù zhì	inner quality/basic essence	59.0	1
之类	zhī lèi	and so on/and such	59.0	1
人群	rén qún	crowd	59.0	1
研究生	yán jiū shēng	graduate student/postgraduate student/research student	59.0	1
内部	nèi bù	interior/inside (part, section)/internal	58.0	1
马路	mǎ lù	street/road/CL:條|条[tiao2]	58.0	1
院	yuàn	courtyard/institution/CL:個|个[ge4]	58.0	1
断	duàn	to break/to snap/to cut off/to give up or abstain from sth/to judge/(usu. used in the negative) absolutely/definitely/decidedly	57.0	1
红色	hóng sè	red (color)/revolutionary	57.0	1
限制	xiàn zhì	to restrict/to limit/to confine/restriction/limit/CL:個|个[ge4]	57.0	1
不清	bù qīng	unclear	57.0	1
广东	Guǎng dōng	Guangdong province (Kwangtung) in south China, short name 粵|粤[Yue4], capital Guangzhou 廣州|广州	56.0	1
不愿	bù yuàn	unwilling/unwillingness	56.0	1
厨房	chú fáng	kitchen/CL:間|间[jian1]	56.0	1
卫生	wèi shēng	health/hygiene/sanitation	56.0	1
规划	guī huà	to plan (how to do sth)/planning/plan/program	55.0	1
忍不住	rěn bu zhù	cannot help/unable to bear	55.0	1
地铁	dì tiě	subway/metro	55.0	1
尽量	jǐn liàng; jìn liàng	as much as possible/to the greatest extent	55.0	1
观	Guàn; guān; guàn	surname Guan; to look at/to watch/to observe/to behold/to advise/concept/point of view; Taoist monastery/palace gate watchtower/platform	55.0	1
毫无	háo wú	not in the least/to completely lack	55.0	1
宽	Kuān; kuān	surname Kuan; lenient/wide/broad	55.0	1
放下	fàng xia	to put down/to let go/to set aside/to digress	55.0	1
角色	jiǎo sè; jué sè	persona/character in a novel; role	55.0	1
物品	wù pǐn	articles/goods/materials	55.0	1
气氛	qì fēn	atmosphere/mood	55.0	1
缺乏	quē fá	to lack/to be short of/lack/shortage	54.0	1
街上	jiē shang	on the street	54.0	1
进步	jìn bù	progress/improvement/to improve/to progress/CL:個|个[ge4]	54.0	1
安静	ān jìng	quiet/peaceful/calm	54.0	1
提前	tí qián	to shift to an earlier date/to do sth ahead of time/in advance	53.0	1
组成	zǔ chéng	to form/to make up/to constitute	53.0	1
避免	bì miǎn	to avert/to prevent/to avoid/to refrain from	53.0	1
设置	shè zhì	to set up/to install	53.0	1
共产党	Gòng chǎn dǎng	Communist Party	53.0	1
连续	lián xù	continuous/in a row/serial/consecutive	53.0	1
机场	jī chǎng	airport/airfield/CL:家[jia1],處|处[chu4]	52.0	1
此外	cǐ wài	besides/in addition/moreover/furthermore	52.0	1
称为	chēng wéi	called/to call sth (by a name)/to name	52.0	1
遭	zāo	to meet by chance (usually with misfortune)/classifier for events: time, turn, incident	52.0	1
公路	gōng lù	highway/road/CL:條|条[tiao2]	52.0	1
作出	zuò chū	to put out/to come up with/to make (a choice, decision, proposal, response, comment etc)/to issue (a permit, statement, explanation, apology, reassurance to the public etc)/to draw (conclusion)/to deliver (speech, judgment)/to devise (explanation)/to extract	52.0	1
合理	hé lǐ	rational/reasonable/fair	52.0	1
自身	zì shēn	itself/oneself/one's own	51.0	1
角	Jué; jiǎo; jué	surname Jue; angle/corner/horn/horn-shaped/unit of money equal to 0.1 yuan/CL:個|个[ge4]; role (theater)/to compete/ancient three legged wine vessel/third note of pentatonic scale	51.0	1
月份	yuè fèn	month	51.0	1
快速	kuài sù	fast/high-speed/rapid	51.0	1
故意	gù yì	deliberately/on purpose	51.0	1
家中	jiā zhōng	one's family	51.0	1
某种	mǒu zhǒng	some kind (of)	51.0	1
时尚	shí shàng	fashion/fad/fashionable	51.0	1
玻璃	bō li	glass/nylon/plastic/CL:張|张[zhang1],塊|块[kuai4]	51.0	1
体系	tǐ xì	system/setup/CL:個|个[ge4]	50.0	1
搜索	sōu suǒ	to search/to look for sth/to scour (search meticulously)/to look sth up/internet search/database search	50.0	1
判断	pàn duàn	to decide/to determine/CL:個|个[ge4]	50.0	1
今后	jīn hòu	hereafter/henceforth/in the future/from now on	50.0	1
暗	àn	dark/gloomy/hidden/secret/muddled/obscure/in the dark; to close (a door)/to eclipse/muddled/stupid/ignorant	50.0	1
针对	zhēn duì	to be directed against/to be aimed at/to counter/in the light of/in connection with	50.0	1
非法	fēi fǎ	illegal	50.0	1
亲自	qīn zì	personally	50.0	1
年纪	nián jì	age/CL:把[ba3],個|个[ge4]	50.0	1
咨询	zī xún	to consult/to seek advice/consultation/(sales) inquiry (formal)	49.0	1
重庆	Chóng qìng	Chongqing city (Chungking), formerly in Sichuan province, a municipality since 1997, short name 渝[Yu2]	49.0	1
足够	zú gòu	enough/sufficient	49.0	1
相比	xiāng bǐ	to compare	49.0	1
行政	xíng zhèng	administrative/executive (adjective)	49.0	1
神秘	shén mì	mysterious/mystery	49.0	1
躲	duǒ	to hide/to dodge/to avoid	49.0	1
保留	bǎo liú	to retain/to continue to have/to preserve/to maintain/to reserve/reservations/to hold back (approval or acceptance)	49.0	1
面积	miàn ji	area (of a floor, piece of land etc)/surface area/tract of land	49.0	1
不到	bù dào	not to arrive/not reaching/insufficient/less than	48.0	1
闻	Wén; wén	surname Wen; to hear/news/well-known/famous/reputation/fame/to smell/to sniff at	48.0	1
他人	tā rén	another/sb else/other people	48.0	1
说出	shuō chū	to speak out/to declare (one's view)	48.0	1
规则	guī zé	rule/regulation/rules and regulations	48.0	1
付	Fù; fù	surname Fu; to pay/to hand over to	48.0	1
资格	zī gé	qualifications	48.0	1
大型	dà xíng	large/large-scale	48.0	1
同一	tóng yī	identical/the same	48.0	1
扔	rēng	to throw/to throw away	48.0	1
信心	xìn xīn	confidence/faith (in sb or sth)/CL:個|个[ge4]	47.0	1
源	yuán	root/source/origin	47.0	1
炒	chǎo	to sauté/to stir-fry/to speculate/to hype/to fire (sb)	47.0	1
馆	guǎn	building/shop/term for certain service establishments/embassy or consulate/schoolroom (old)/CL:家[jia1]	47.0	1
描述	miáo shù	to describe/description	47.0	1
物质	wù zhì	matter/substance/material/materialistic/CL:個|个[ge4]	46.0	1
集体	jí tǐ	collective/social/team/CL:個|个[ge4]	46.0	1
东北	dōng běi	northeast	46.0	1
浪漫	làng màn	romantic	46.0	1
尚	Shàng; shàng	surname Shang; still/yet/to value/to esteem	46.0	1
毕业生	bì yè shēng	graduate	46.0	1
重复	chóng fù	to repeat/to duplicate/CL:個|个[ge4]	45.0	1
街道	jiē dào	street/CL:條|条[tiao2]/subdistrict/residential district	45.0	1
商店	shāng diàn	store/shop/CL:家[jia1],個|个[ge4]	45.0	1
蒙	méng; Méng; mēng; Měng	drizzle/mist; surname Meng; to deceive/to cheat/to hoodwink/to make a wild guess; blind/dim sighted; Mongol ethnic group/abbr. for Mongolia 蒙古國|蒙古国[Meng3 gu3 guo2], Mongolia/Taiwan pr. [Meng2]; (knocked) unconscious/dazed/stunned; to cover/ignorant/to suffer (misfortune)/to receive (a favor)/to cheat	45.0	1
完整	wán zhěng	complete/intact	45.0	1
暂时	zàn shí	temporary/provisional/for the time being	45.0	1
帮忙	bāng máng	to help/to lend a hand/to do a favor/to do a good turn	45.0	1
配	pèi	to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription)	44.0	1
刺激	cì jī	to provoke/to irritate/to upset/to stimulate/to excite/irritant	44.0	1
开口	kāi kǒu	to open one's mouth/to start to talk	44.0	1
族	zú	race/nationality/ethnicity/clan/by extension, social group (e.g. office workers 上班族)	44.0	1
攻击	gōng jī	to attack/to accuse/to charge/an attack (terrorist or military)	44.0	1
看上去	kàn shang qu	it would appear/it seems (that)	44.0	1
安装	ān zhuāng	to install/to erect/to fix/to mount/installation	44.0	1
十一	shí yī	eleven/11	43.0	1
本科	běn kē	undergraduate course/undergraduate (adjective)	43.0	1
对待	duì dài	to treat/treatment	43.0	1
餐厅	cān tīng	dining hall/dining room/restaurant/CL:間|间[jian1],家[jia1]	43.0	1
大哥	dà gē	eldest brother	43.0	1
自杀	zì shā	to kill oneself/to commit suicide	43.0	1
保障	bǎo zhàng	to ensure/to guarantee/to safeguard	43.0	1
挑战	tiǎo zhàn	to challenge/challenge	43.0	1
负责人	fù zé rén	person in charge	43.0	1
超级	chāo jí	super-/ultra-/hyper-	43.0	1
诗人	shī rén	bard/poet	43.0	1
补充	bǔ chōng	to replenish/to supplement/to complement/additional/supplementary/CL:個|个[ge4]	43.0	1
垃圾	lā jī	trash/refuse/garbage/Taiwan pr. [le4 se4]	42.0	1
删除	shān chú	to delete/to cancel	42.0	1
扩大	kuò dà	to expand/to enlarge/to broaden one's scope	42.0	1
不然	bù rán	not so/no/or else/otherwise/if not	42.0	1
学期	xué qī	term/semester/CL:個|个[ge4]	41.0	1
惊	jīng	to start/to be frightened/to be scared/alarm	41.0	1
顺	shùn	to obey/to follow/to arrange/to make reasonable/along/favorable	41.0	1
一方面	yī fāng miàn	one aspect is	41.0	1
肯	kěn	to agree/to consent/to be ready (to do sth)/willing	41.0	1
分类	fēn lèi	classification	41.0	1
对手	duì shǒu	opponent/adversary/match	40.0	1
区域	qū yù	area/region/district	40.0	1
分配	fēn pèi	to distribute/to assign/to allocate/to partition (a hard drive)	40.0	1
公民	gōng mín	citizen	40.0	1
风险	fēng xiǎn	risk/hazard	40.0	1
局	jú	narrow; office/situation/classifier for games: match, set, round etc	40.0	1
警	jǐng	to alert/to warn/police	40.0	1
计	Jì; jì	surname Ji; to calculate/to compute/to count/to regard as important/to plan/ruse/meter/gauge	39.0	1
渴望	kě wàng	to thirst for/to long for	39.0	1
各国	gè guó	each country/every country/various countries	39.0	1
之所以	zhī suǒ yǐ	the reason why	39.0	1
斗争	dòu zhēng	a struggle/fight/battle	39.0	1
输	shū	to lose/to transport/to donate/to enter (a password)	39.0	1
支付	zhī fù	to pay (money)	39.0	1
地面	dì miàn	floor/ground/surface	39.0	1
砸	zá	to smash/to pound/to fail/to muck up/to bungle	39.0	1
凯	Kǎi; kǎi	surname Kai; triumphant/victorious/chi (Greek letter Χχ)	39.0	1
资本	zī běn	capital (economics)	38.0	1
不满	bù mǎn	resentful/discontented/dissatisfied	38.0	1
路边	lù biān	curb/roadside/wayside	38.0	1
交往	jiāo wǎng	to associate/to contact/association/contact	38.0	1
家乡	jiā xiāng	hometown/native place/CL:個|个[ge4]	38.0	1
取消	qǔ xiāo	to cancel/cancellation	38.0	1
智	zhì	wisdom/knowledge	38.0	1
致	zhì	fine/delicate; to send/to devote/to deliver/to cause/to convey	38.0	1
此刻	cǐ kè	this moment/now/at present	38.0	1
赚钱	zhuàn qián	to earn money/moneymaking	38.0	1
走去	zǒu qù	to walk over (to)	38.0	1
蛋	dàn	egg/oval shaped/CL:個|个[ge4],打[da2]	38.0	1
难得	nán dé	seldom/rare/hard to come by	37.0	1
出于	chū yú	due to/to stem from	37.0	1
发言	fā yán	to make a speech/statement/utterance/CL:個|个[ge4]	37.0	1
心态	xīn tài	attitude (of the heart)/state of one's psyche/way of thinking/mentality	37.0	1
改善	gǎi shàn	to make better/to improve/CL:個|个[ge4]	37.0	1
搬	bān	to move (i.e. relocate oneself)/to move (sth relatively heavy or bulky)/to shift/to copy indiscriminately	37.0	1
谢	Xiè; xiè	surname Xie; to thank/to apologize/to wither (of flowers, leaves etc)/to decline	37.0	1
遭遇	zāo yù	to meet with/to encounter/(bitter) experience	36.0	1
恐惧	kǒng jù	fear/dread/phobia	36.0	1
村民	cūn mín	villager	36.0	1
历史上	lì shǐ shàng	historical/in history	36.0	1
激烈	jī liè	intense/acute/fierce	36.0	1
异常	yì cháng	exceptional/abnormal/an anomaly	36.0	1
肩膀	jiān bǎng	shoulder	36.0	1
偷偷	tōu tōu	stealthily/secretly/covertly/furtively/on the sly	36.0	1
新加坡	Xīn jiā pō	Singapore	36.0	1
资	zī	resources/capital/to provide/to supply/to support/money/expense	35.0	1
官方	guān fāng	government/official (relating to a government office)	35.0	1
腐败	fǔ bài	corruption/to corrupt/to rot/rotten	35.0	1
身材	shēn cái	stature/build (height and weight)/figure	35.0	1
爆炸	bào zhà	explosion/to explode/to blow up/to detonate	35.0	1
剩	shèng	to remain/to be left/to have as remainder	34.0	1
引导	yǐn dǎo	to guide/to lead (around)/to conduct/to boot/introduction/primer	34.0	1
一向	yī xiàng	always (previously)/a period of time in the recent past	34.0	1
提起	tí qǐ	to mention/to speak of/to lift/to pick up/to arouse/to raise (a topic, a heavy weight, one's fist, one's spirits etc)	34.0	1
幸运	xìng yùn	fortunate/lucky/fortune/luck	34.0	1
尽快	jǐn kuài	as quickly as possible/as soon as possible/with all speed/also written 盡快|尽快; as quickly as possible/as soon as possible/with all speed	33.0	1
走路	zǒu lù	to walk/to go on foot	33.0	1
决心	jué xīn	determination/resolution/determined/firm and resolute/to make up one's mind/CL:個|个[ge4]	33.0	1
欲望	yù wàng	desire/longing/appetite/craving	33.0	1
军队	jūn duì	army/troops/CL:支[zhi1],個|个[ge4]	33.0	1
骄傲	jiāo ào	pride/arrogance/conceited/proud of sth	33.0	1
主编	zhǔ biān	editor in chief	33.0	1
无疑	wú yí	no doubt/undoubtedly	33.0	1
之内	zhī nèi	inside/within	32.0	1
中年	zhōng nián	middle age	32.0	1
财政	cái zhèng	finances (public)/financial	32.0	1
理念	lǐ niàn	idea/concept/philosophy/theory	32.0	1
艰难	jiān nán	difficult/hard/challenging	32.0	1
过后	guò hòu	after the event	32.0	1
为止	wéi zhǐ	until	32.0	1
府	fǔ	seat of government/government repository (archive)/official residence/mansion/presidential palace/(honorific) Your home/prefecture (from Tang to Qing times)	32.0	1
陷入	xiàn rù	to sink into/to get caught up in/to land in (a predicament)	32.0	1
共有	gòng yǒu	to have altogether/in all	31.0	1
幼儿园	yòu ér yuán	kindergarten/nursery school	31.0	1
多久	duō jiǔ	how long?	31.0	1
同情	tóng qíng	to sympathize with/sympathy	31.0	1
赠送	zèng sòng	to present as a gift	31.0	1
优惠	yōu huì	preferential/favorable	31.0	1
承诺	chéng nuò	to promise/to undertake to do something/commitment	31.0	1
差异	chā yì	difference/discrepancy	31.0	1
脏	zàng; zāng	viscera/(anatomy) organ; dirty/filthy	31.0	1
景	Jǐng; jǐng	surname Jing; bright/circumstance/scenery	31.0	1
质	zhì	character/nature/quality/plain/to pawn/pledge/hostage/to question/Taiwan pr. [zhi2]	31.0	1
四处	sì chù	all over the place/everywhere and all directions	31.0	1
前进	qián jìn	to go forward/to forge ahead/to advance/onward	31.0	1
大事	dà shì	major event/major political event (war or change of regime)/major social event (wedding or funeral)/(do sth) in a big way/CL:件[jian4],樁|桩[zhuang1]	30.0	1
另一方面	lìng yī fāng miàn	on the other hand/another aspect	30.0	1
酸	suān	sour/sore/ache/acid	30.0	1
防止	fáng zhǐ	to prevent/to guard against/to take precautions	30.0	1
统治	tǒng zhì	to rule (a country)/to govern/rule/regime	30.0	1
丝毫	sī háo	the slightest amount or degree/a bit	30.0	1
屏幕	píng mù	screen (TV, computer or movie)	30.0	1
年底	nián dǐ	the end of the year/year-end	30.0	1
坚定	jiān dìng	firm/steady/staunch/resolute	29.0	1
异	yì	different/other/hetero-/unusual/strange/surprising/to distinguish/to separate/to discriminate	29.0	1
没法	méi fǎ	at a loss/unable to do anything about it/to have no choice	29.0	1
仔	zǎi; zī; zǐ	variant of 崽[zai3], child/young animal; see 仔肩[zi1 jian1], to bear responsibility for sth; meticulous/(of domestic animals or fowls) young	29.0	1
监狱	jiān yù	prison	29.0	1
购	gòu	to buy/to purchase	29.0	1
遵守	zūn shǒu	to comply with/to abide by/to respect (an agreement)	29.0	1
惹	rě	to provoke/to irritate/to vex/to stir up/to anger/to attract (troubles)/to cause (problems)	29.0	1
单独	dān dú	alone/by oneself/on one's own	29.0	1
寸	cùn	a unit of length/inch/thumb	29.0	1
政权	zhèng quán	regime/political power	28.0	1
从中	cóng zhōng	from/therefrom	28.0	1
贫困	pín kùn	impoverished/poverty	28.0	1
友好	Yǒu hǎo; yǒu hǎo	Youhao district of Yichun city 伊春市[Yi1 chun1 shi4], Heilongjiang; friendly/amicable/close friend	28.0	1
课堂	kè táng	classroom/CL:間|间[jian1]	28.0	1
注重	zhù zhòng	to pay attention to/to emphasize	28.0	1
虚	xū	emptiness/void/abstract theory or guiding principles/empty or unoccupied/diffident or timid/false/humble or modest/(of health) weak/virtual/in vain	28.0	1
代价	dài jià	price/cost/consideration (in share dealing)	28.0	1
谈判	tán pàn	to negotiate/negotiation/talks/conference/CL:個|个[ge4]	28.0	1
一行	yī xíng	party/delegation	28.0	1
汇报	huì bào	to report/to give an account of/to collect information and report back; to report/to give an account of/report	28.0	1
跳舞	tiào wǔ	to dance	28.0	1
富有	fù yǒu	rich/full of	28.0	1
愈	yù	the more...(the more...)/to recover/to heal/better; to heal	27.0	1
渠道	qú dào	irrigation ditch/medium or channel of communication	27.0	1
教训	jiào xun	lesson/moral/to chide sb/to lecture sb	27.0	1
带到	dài dào	to bring to	27.0	1
两边	liǎng bian	either side/both sides	27.0	1
法规	fǎ guī	legislation/statute	27.0	1
不下	bù xià	to be not less than (a certain quantity, amount etc)	27.0	1
对付	duì fu	to handle/to deal with/to cope/to get by with	27.0	1
摔	shuāi	to throw down/to fall/to drop and break	27.0	1
人文	rén wén	humanities/human affairs/culture	26.0	1
赔偿	péi cháng	to compensate	26.0	1
场合	chǎng hé	situation/occasion	26.0	1
舞蹈	wǔ dǎo	dance	26.0	1
相似	xiāng sì	to resemble/similar/like/resemblance/similarity	26.0	1
空调	kōng tiáo	air conditioning	26.0	1
伦	lún	human relationship/order/coherence	26.0	1
识	shí; zhì	to know/knowledge/Taiwan pr. [shi4]; to record/to write a footnote	25.0	1
来回	lái huí	to make a round trip/return journey/back and forth/to and fro/repeatedly	25.0	1
护照	hù zhào	passport/CL:本[ben3],個|个[ge4]	25.0	1
局面	jú miàn	aspect/phase/situation	25.0	1
现有	xiàn yǒu	currently existing/currently available	25.0	1
之上	zhī shàng	above	25.0	1
拥抱	yōng bào	to embrace/to hug	25.0	1
肩	jiān	shoulder/to shoulder (responsibilities etc)	25.0	1
清晨	qīng chén	early morning	25.0	1
可能性	kě néng xìng	possibility/probability	25.0	1
密切	mì qiè	close/familiar/intimate/closely (related)/to foster close ties/to pay close attention	25.0	1
投票	tóu piào	to vote/vote	25.0	1
气质	qì zhì	temperament/personality traits/manners	25.0	1
出售	chū shòu	to sell/to offer for sale/to put on the market	25.0	1
一律	yī lu:4	same/uniformly/all/without exception	24.0	1
话语	huà yǔ	words/speech/utterance/discourse	24.0	1
就是说	jiù shì shuō	in other words/that is	24.0	1
绑架	bǎng jià	to kidnap/to abduct/to hijack/a kidnapping/abduction/staking	24.0	1
做事	zuò shì	to work/to handle matters/to have a job	24.0	1
指标	zhǐ biāo	norm/index/target	24.0	1
过多	guò duō	too many/excessive	24.0	1
表面	biǎo miàn	surface/face/outside/appearance	24.0	1
青少年	qīng shào nián	adolescent/youth/teenager	24.0	1
传递	chuán dì	to transmit/to pass on to sb else	24.0	1
砖	zhuān	brick	24.0	1
